docdb_family_id,person_ctry_code,applicant_count
83265704,NO,1
83271101,DE,1
83271101,NO,1
83271154,DE,1
83271154,NO,1
83271166,NO,1
83271293,NO,1
83271346,NO,1
83271688,NO,1
83280286,NO,1
83280302,NO,1
83280424,NO,1
83280526,NO,1
83280530,NO,1
83283103,NO,1
83283191,NO,1
83285501,NO,2
83318880,NO,1
83318908,NO,1
83318998,NO,1
83321527,NO,1
83322546,NO,1
83355291,US,1
83355415,NO,1
83355527,CH,1
83355801,NO,1
83360893,NO,1
83361042,NO,1
83361222,NO,1
83361320,NO,1
83363180,US,1
83363246,US,1
83364984,NO,1
83380825,NO,1
83395966,NO,1
83395979,NO,1
83396100,CA,1
83396100,FR,1
83396100,NL,1
83396100,US,1
83398157,NO,1
83398304,NO,1
83398425,NO,1
83398476,NO,1
83400691,NO,1
83400834,NO,1
83401951,NO,1
83438284,NO,1
83440063,NO,1
83440072,NO,1
83447795,US,1
83457483,NO,1
83459741,NO,1
83505504,CA,1
83506257,NO,1
83507570,GB,1
83507570,GR,3
83507570,NO,1
83508729,CH,1
83545728,US,1
83546808,NO,1
83558022,NO,1
83558072,NO,1
83558073,GB,1
83558073,NO,2
83558141,NO,1
83558278,NO,1
83586993,NO,1
83594174,NO,1
83594243,FR,1
83598563,NO,1
83640899,NO,1
83640907,NO,1
83640917,NO,1
83657842,NO,1
83658162,NO,2
83688636,NO,1
83688643,NO,1
83689843,SE,1
83690003,NO,1
83690083,US,1
83691075,NO,1
83691374,NO,1
83692955,NL,1
83692955,NO,1
83693055,NO,1
83693155,NO,1
83693933,SA,1
83722551,NO,1
83722553,NO,1
83722556,NO,1
83722557,NL,1
83722557,NO,4
83723140,GB,1
83723140,US,1
83808491,NO,1
83838579,NO,1
83847140,NO,1
83847143,NO,1
83848905,NO,1
83898077,NO,1
83898498,CH,1
83899371,US,1
83901259,US,1
83901590,NO,1
83902117,NO,1
83902160,NO,2
83902222,NO,1
83903271,NO,1
83903310,US,1
83903326,DE,1
83931627,NO,1
83931666,US,1
83931679,FR,1
83931702,FR,1
83931726,NO,1
83931742,NO,1
83931862,NO,1
83931874,NO,2
83932887,NO,1
83932889,NO,1
83932892,NO,1
83932969,NO,1
83932969,US,1
83933415,NO,1
83945106,NO,1
83945204,NO,1
83978610,NO,1
83994952,DK,1
83994952,NO,1
83995063,FR,1
83995396,NO,1
83995521,GB,1
83995521,NO,1
83996555,DE,1
83996643,NO,1
83998677,NO,1
83999582,CA,1
83999582,FR,1
83999582,NL,1
83999582,US,1
84000344,NO,1
84028775,NO,1
84028781,NO,1
84044118,BE,1
84044710,NO,1
84044871,NO,1
84045077,DE,1
84045093,NO,1
84045111,NO,1
84046074,NO,1
84047713,NO,1
84047781,NO,1
84102990,CA,1
84102990,FR,1
84102990,NL,1
84102990,US,1
84103488,US,1
84110344,NO,1
84140688,NO,1
84140693,NO,1
84140711,NO,1
84140824,NO,1
84140824,US,1
84179481,US,1
84195218,GB,1
84195361,NO,1
84228310,FR,1
84228310,NL,1
84230281,FR,1
84230281,NL,1
84245750,NO,1
84245781,NO,1
84246047,NO,1
84246126,NO,1
84285060,NO,1
84286009,US,1
84286076,NO,1
84322529,CA,1
84323469,NO,2
84323471,NO,1
84323472,NO,1
84323475,NO,1
84329537,NO,1
84329593,NO,1
84329957,NO,1
84330049,NO,1
84330198,US,1
84330392,NO,1
84330699,NO,1
84330726,NO,1
84330791,US,1
84331088,NO,1
84331622,US,1
84331791,SE,1
84331882,NO,1
84332329,NO,1
84358416,NO,2
84358440,NO,1
84359663,NO,1
84359819,NO,1
84359885,NO,1
84360441,NO,1
84360637,IE,1
84360701,CH,1
84361081,NO,1
84361120,NO,1
84361381,CH,1
84361923,NO,1
84362063,NO,1
84362151,NO,1
84362155,NO,1
84362198,NO,1
84362429,NO,1
84362446,GB,1
84362446,NO,1
84362527,NO,1
84362530,NO,1
84362609,NO,1
84363015,NO,1
84363227,NO,1
84363675,NO,1
84363993,NO,1
84364003,NO,1
84365420,NO,5
84365420,US,5
84365428,NO,1
84365605,NO,1
84367351,NO,1
84367356,DE,1
84367489,NO,1
84367565,DE,1
84367579,IE,1
84369636,NO,1
84370164,NO,2
84370645,NO,1
84370755,NO,1
84370827,NO,1
84387566,NO,1
84387811,NO,1
84387933,NO,1
84389249,NO,1
84389357,NO,1
84390937,US,1
84421315,NO,1
84421414,NO,1
84421564,US,1
84439873,NO,1
84440068,NO,1
84440101,NO,1
84440101,PT,1
84462687,NO,1
84463136,GB,2
84463136,NO,3
84487455,NO,1
84487475,NO,1
84487539,NO,1
84487816,NO,1
84488049,NO,1
84488816,NO,1
84519385,NO,1
84519503,US,1
84519697,NO,1
84519785,NO,1
84519860,NO,1
84519954,NO,2
84526276,NO,1
84526278,NO,2
84526709,US,1
84526777,GB,1
84526777,US,1
84534580,NO,1
84534778,NO,1
84534804,NO,1
84535741,NO,1
84535861,NO,1
84537126,NO,1
84539872,GB,1
84539966,NO,1
84540302,NO,1
84540471,NO,1
84540520,NO,1
84540558,NO,1
84540648,GB,1
84540650,GB,1
84540922,NO,1
84543084,GB,1
84544681,NO,1
84544683,NO,1
84544684,NO,1
84544814,US,1
84544947,CA,1
84544947,FR,1
84544947,NL,1
84544947,US,1
84545910,CA,1
84545910,FR,1
84545910,NL,1
84545910,US,1
84545916,CA,1
84545916,FR,1
84545916,NL,1
84545916,US,1
84545920,CA,1
84545920,FR,1
84545920,NL,1
84545920,US,1
84546105,NO,1
84546136,NO,1
84546256,NO,1
84546256,US,1
84546481,NO,1
84546484,NO,1
84569226,US,1
84602319,CH,1
84602414,NO,1
84602637,FR,1
84688156,NO,1
84688256,NO,1
84688281,NO,1
84688309,NO,1
84688325,NO,1
84689101,NO,1
84689242,NO,1
84689271,NO,1
84690703,CA,1
84690703,FR,1
84690703,NL,1
84690703,US,1
84691996,NO,1
84691998,NO,1
84692002,NO,1
84693268,NO,1
84766987,CH,1
84767055,NO,1
84767071,NO,1
84785196,NO,1
84799742,CH,1
84799814,NO,1
84799967,NO,1
84801836,NO,1
84801839,NO,1
84801842,NO,1
84801849,NO,1
84801856,NO,1
84801858,NO,1
84801862,NO,1
84801870,NO,1
84801873,NO,1
84817389,NO,1
84817486,NO,1
84817708,GB,1
84817850,NO,1
84817856,NO,1
84818101,NO,1
84818401,GB,1
84818426,NO,1
84818454,NO,1
84818592,NO,1
84819845,NO,1
84820400,NO,1
84829497,NO,1
84830110,NO,1
84830155,NO,1
84839735,NO,1
84839736,NO,1
84839738,NO,1
84839750,NO,1
84840046,NO,1
84887267,US,1
84887615,NL,1
84887804,FR,1
84888667,NO,1
84888767,US,1
84888782,NO,1
84888805,NO,1
84888843,NO,1
84889036,GB,1
84889039,GB,1
84889064,NO,1
84889083,GB,1
84889130,GB,1
84889137,GB,1
84889152,GB,1
84889179,NO,1
84889593,NO,1
84901273,FR,1
84901362,NO,1
84901410,FR,1
84901510,FR,1
84901527,NO,1
84901591,NO,1
84901615,FR,1
84901637,NO,1
84919565,NO,1
84919567,NO,1
84923264,BE,1
84926255,NO,1
84926256,NO,1
84926480,NO,1
84926513,NO,1
84926627,NO,1
84943638,NO,1
84974607,NO,1
84974613,GB,1
84974615,GB,1
84974820,NO,1
84980529,CA,1
84980529,FR,1
84980529,NL,1
84980529,US,1
84981147,NO,1
84981598,NO,1
84981702,NO,1
84982067,NO,1
84982303,NO,1
84982579,NO,1
85017752,US,1
85017831,NO,1
85018008,NO,1
85018269,FR,1
85018330,NO,1
85018420,FR,1
85018559,NO,1
85018814,NO,1
85019074,NO,1
85035973,NO,1
85035997,NO,1
85036040,NO,1
85036194,NO,1
85036446,NO,1
85036669,NO,1
85036672,NO,1
85036674,NO,1
85036833,NO,1
85038682,NO,1
85076022,NO,1
85076200,FR,1
85076211,NO,1
85076336,US,1
85076447,FR,1
85078622,NO,1
85085964,CA,1
85087092,NO,1
85121924,NO,1
85129957,NO,1
85130174,NO,1
85130184,NO,1
85132921,NO,1
85150612,NO,1
85150688,NO,1
85155998,NO,1
85156004,NO,1
85156037,SE,1
85157210,NO,1
85157499,NO,1
85158924,NO,1
85160609,NO,1
85172699,US,1
85173073,US,1
85174035,US,1
85198830,US,1
85199278,US,1
85200906,NO,1
85200916,NO,1
85200918,NO,1
85202425,NO,1
85202426,NO,1
85221940,US,1
85225044,NO,1
85225330,NO,1
85227406,NO,1
85229080,NO,1
85240839,NO,1
85240874,NO,1
85240955,CA,1
85240955,FR,1
85240955,NL,1
85240955,US,1
85277957,NO,1
85278118,NO,1
85278251,NO,1
85278365,US,2
85283804,NO,1
85284980,NO,1
85285077,SE,1
85285119,NO,1
85285236,NO,1
85322024,NO,1
85322028,NO,1
85323219,CA,1
85323219,FR,1
85323219,NL,1
85323219,US,1
85323226,CA,1
85323226,FR,1
85323226,NL,1
85323226,US,1
85328647,US,1
85381234,NO,1
85381315,NO,1
85382708,NO,2
85383043,NO,1
85383049,US,1
85387134,NO,1
85410101,NO,1
85410331,NO,1
85412976,NO,1
85415350,NO,1
85461715,NO,1
85476167,NO,1
85476261,NO,1
85476294,NO,1
85477925,NO,1
85478511,US,1
85479528,GB,1
85505422,NO,1
85506878,NO,1
85507075,NO,1
85507075,US,1
85507708,CA,1
85507708,FR,1
85507708,NL,1
85507708,US,1
85511085,NO,1
85556810,NO,1
85572871,NO,1
85603314,NO,1
85603316,NO,1
85603422,CA,1
85603422,FR,1
85603422,NL,1
85603422,US,1
85603562,CA,1
85603562,FR,1
85603562,NL,1
85603562,US,1
85603566,CA,1
85603566,FR,1
85603566,NL,1
85603566,US,1
85640846,NO,1
85641078,NO,1
85641807,NO,1
85641808,NO,1
85641809,AU,1
85685392,NL,1
85685392,NO,1
85703617,NO,1
85703746,NO,1
85720995,NO,1
85721115,CA,1
85721115,FR,1
85721115,NL,1
85721115,US,1
85724679,NO,3
85724734,NO,1
85724873,NO,1
85727115,NO,1
85772061,NO,2
85772139,US,1
85772311,NO,1
85774431,NO,1
85783293,NO,1
85783296,NO,1
85783297,NO,1
85783304,NO,1
85792745,FI,1
85792794,NO,1
85796878,NO,1
85797205,SE,1
85797536,NO,1
85797973,US,1
85799539,FI,1
85799567,NO,1
85800547,NO,1
85800760,NO,1
85800820,NO,1
85803672,IN,2
85803672,NO,2
85803672,US,1
85804561,NO,1
85804741,NO,1
85804741,US,2
85936821,NO,1
85937021,NO,1
85937174,NO,1
85937390,NO,1
85937644,DK,1
85979675,NO,1
85979701,NO,1
85979851,NO,1
85980666,NO,1
85980716,NO,1
85982447,US,1
85982448,NO,1
85983027,US,1
85985135,NO,1
85987613,NO,1
85987615,NO,1
85987618,NO,1
85988852,US,1
86008097,NO,1
86052143,NO,1
86055911,US,1
86057386,US,1
86058436,NO,1
86058438,NO,1
86058443,NO,1
86058450,NO,1
86058491,NO,1
86058493,NO,1
86058507,NO,1
86059572,CA,1
86059572,FR,1
86059572,NL,1
86059572,US,1
86097364,NO,1
86097367,NO,1
86099929,NO,1
86100984,NO,1
86158454,CA,1
86158454,FR,1
86158454,NL,1
86158454,US,1
86160204,AU,1
86160204,NO,2
86185143,NO,1
86185382,NO,1
86226439,NO,1
86226811,NO,1
86226845,NO,1
86229023,US,1
86229725,NO,1
86241453,AU,1
86241480,NO,1
86241930,CA,1
86241930,FR,1
86241930,NL,1
86241930,US,1
86241986,CA,1
86241986,FR,1
86241986,NL,1
86241986,US,1
86272285,NO,1
86272477,NO,1
86282126,NO,1
86282729,NO,1
86285976,US,2
86316315,NO,1
86324252,US,1
86328850,NO,1
86329437,NO,1
86329647,NO,1
86329935,NO,1
86331818,NO,1
86332188,NO,1
86336484,NO,1
86336502,NO,1
86336511,NO,1
86336513,NO,1
86378268,NO,1
86382646,NO,1
86382684,NO,1
86382689,NO,1
86382690,NO,1
86382764,NO,1
86382981,NO,1
86387114,NO,1
86397548,NO,1
86397555,NO,1
86397556,NO,1
86397557,NO,1
86397565,NO,1
86397593,SE,1
86397669,CA,1
86397669,FR,1
86397669,NL,1
86397669,US,1
86397933,NO,3
86397933,US,3
86424661,NO,1
86424664,NO,1
86424897,NO,1
86426168,NO,1
86497585,NO,1
86497710,NO,1
86499756,NO,1
86499913,US,1
86540228,NO,1
86546567,NO,1
86548533,NO,1
86558836,NL,1
86558836,NO,1
86603877,NO,1
86605075,NO,1
86605233,NO,1
86605316,NO,1
86608414,US,1
86609564,US,2
86612870,NO,1
86646504,NO,1
86657167,NO,2
86657376,NO,1
86692777,NO,1
86692955,NO,1
86693050,NO,1
86693792,NO,1
86693844,NO,1
86693845,NO,1
86693930,US,1
86693961,US,1
86695162,US,1
86710670,NO,1
86710723,NO,1
86710777,NO,1
86729205,NO,1
86730827,NO,1
86730870,NO,1
86730878,NO,1
86730880,NO,1
86730882,NO,1
86730883,NO,1
86730885,NO,1
86732068,NO,1
86732553,NO,1
86732723,NO,1
86733429,NO,1
86760240,NL,1
86760595,NO,1
86763409,NO,1
86764517,US,1
86764634,NO,1
86764667,SE,1
86764738,NO,1
86764818,NO,1
86767578,NO,1
86768230,GB,1
86771333,SE,1
86771338,NO,1
86771342,SE,1
86773217,NO,1
86773219,NO,1
86773220,NO,1
86773468,NO,1
86773468,US,2
86775363,IN,1
86851452,SE,1
86861714,NO,1
86862100,NO,1
86895752,NO,1
86895753,NO,1
86898145,NO,1
86899166,NO,1
86903241,NO,1
86903252,NO,1
86903254,NO,1
86903259,NO,1
86903264,NO,1
86903267,NO,1
86903439,NO,1
86903950,NO,1
86904000,NO,1
86904054,US,1
86904073,SE,1
86904394,NO,1
86942010,NO,1
86942377,NO,1
86942897,NO,1
86949056,NO,1
86949116,NO,1
86949118,NO,1
86999813,NO,1
86999829,NO,1
87001786,NO,1
87001850,NO,1
87001907,NO,1
87002998,NO,1
87003152,NO,1
87035943,US,1
87036043,NO,1
87036963,NO,1
87036967,FI,1
87036970,NO,1
87037343,NO,1
87059803,NO,1
87059806,NO,1
87060118,NO,1
87060723,NO,1
87068787,NO,1
87070496,US,1
87074598,NO,1
87074742,NO,1
87136887,NO,1
87136914,NO,1
87155665,NO,1
87157013,NO,1
87157881,NO,1
87158083,NO,1
87160462,NO,1
87161489,US,1
87162201,GB,1
87163338,US,1
87196211,DK,1
87196336,SE,1
87201932,NO,1
87201988,NO,1
87202546,NO,1
87245461,DK,1
87245562,NO,1
87245620,DK,1
87312601,NO,1
87312887,NO,1
87348612,NO,1
87348617,NO,1
87377700,NO,1
87377966,NO,1
87378624,NO,1
87378625,NO,1
87418866,NO,1
87419357,NO,1
87419358,NO,1
87424130,NO,1
87424131,NO,1
87430510,NO,1
87430510,SG,2
87430510,US,1
87430599,NO,1
87430599,SG,1
87430599,US,1
87430779,NO,1
87430779,SG,1
87430779,US,1
87431537,NO,1
87431629,NO,1
87431651,NO,1
87432030,US,1
87468463,NO,1
87468469,NO,1
87468524,NO,1
87468600,NO,1
87472293,NO,1
87472298,NO,1
87472322,NO,1
87472344,NO,1
87472346,NO,1
87472347,NO,1
87473724,NO,2
87473727,NO,1
87474048,NO,1
87474092,NO,2
87513982,NO,1
87514204,NO,1
87514244,NO,1
87517025,NO,1
87517293,NO,1
87517433,NO,1
87519710,NO,1
87519771,NO,1
87519775,NO,1
87519911,NO,1
87521786,NO,1
87521786,US,3
87521808,US,1
87521966,US,1
87552676,NO,1
87552677,NO,1
87553504,NO,1
87553505,NO,1
87553506,NO,1
87554176,NO,1
87554589,NO,1
87554791,NL,1
87554791,NO,1
87557311,DE,1
87557792,NO,1
87559274,US,1
87559323,US,1
87559733,US,1
87559748,US,1
87560972,US,1
87560996,US,1
87561101,US,1
87564855,NO,1
87567711,NO,1
87568924,NO,1
87568926,NO,1
87571053,NO,1
87571053,PT,1
87571094,MT,1
87573777,US,1
87573802,US,1
87573806,US,1
87574881,NO,1
87575113,US,1
87577953,JP,1
87578710,NO,1
87578752,CA,1
87578752,FR,1
87578752,NL,1
87578752,US,1
87580140,NO,1
87643911,NO,1
87695987,NO,1
87760171,NO,1
87760207,FI,1
87760224,FI,1
87760285,NO,1
87760543,NO,1
87762294,US,1
87762686,AT,1
87762686,NO,1
87762763,NO,1
87762940,NO,1
87762973,NO,1
87766515,NO,1
87797661,NO,1
87802082,NO,1
87802083,NO,1
87803516,NO,1
87803643,NO,1
87803662,NO,1
87845555,US,1
87845615,NO,1
87848052,NO,1
87850120,US,1
87863560,NO,1
87863592,NO,1
87863663,NO,1
87884081,NO,1
87884085,NO,1
87886652,NO,1
87886686,NO,1
87886696,NO,1
87886921,NO,1
87888027,NO,1
87888088,NO,1
87888093,NO,1
87930859,US,1
87932159,US,1
87933557,NO,1
87933868,NO,1
87934417,NO,1
87935544,NO,2
87935593,NO,1
87935594,NO,1
87935595,NO,1
87974641,NO,1
87974657,NO,1
87975470,NO,1
87975489,NO,1
87975712,NO,1
88012220,GB,1
88020934,DE,1
88023905,US,1
88060616,NO,1
88064656,NO,1
88064677,NO,1
88067497,US,1
88068341,US,1
88068451,US,1
88068917,NO,1
88069409,NO,1
88069678,BE,1
88093107,NO,1
88093144,NO,1
88094711,GB,1
88095846,US,1
88096533,US,1
88101915,NO,1
88143904,NO,1
88143943,NO,1
88143944,NO,1
88144554,NO,1
88146812,NO,1
88189661,NO,1
88192202,NO,1
88192291,NO,1
88193179,US,1
88194133,NO,1
88194460,GB,1
88194470,GB,1
88194977,CA,1
88194977,FR,1
88194977,NL,1
88194977,US,1
88194981,US,1
88194996,CA,1
88194996,FR,1
88194996,NL,1
88194996,US,1
88195003,CA,1
88195003,FR,1
88195003,NL,1
88195003,US,1
88195067,NO,1
88197003,NO,1
88203231,NO,1
88204263,NO,1
88204414,NO,1
88204415,NO,1
88237341,SE,1
88237498,SE,1
88237748,NO,1
88239055,US,1
88287269,NO,1
88291842,NO,1
88292092,KR,2
88292092,NO,1
88297034,US,1
88297326,NO,1
88297327,NO,1
88297328,NO,1
88297329,NO,1
88307068,NO,1
88307069,NO,1
88307088,NO,1
88307732,DE,1
88315436,NO,1
88315776,NO,1
88315883,NO,1
88372548,NO,1
88372549,NO,1
88372550,NO,1
88405031,NO,1
88412321,NO,1
88414832,US,1
88417123,NO,1
88420214,NO,1
88466563,NO,1
88468966,NO,1
88469728,PL,1
88504989,NO,1
88505303,NO,1
88506538,NO,1
88506998,NO,1
88507021,NO,1
88511907,US,1
88512106,US,2
88517342,NO,1
88517479,NO,1
88519332,NO,1
88519342,NO,1
88558404,NO,1
88558570,NO,1
88564017,NO,1
88564018,NO,1
88564019,NO,1
88600651,NO,1
88648578,NO,1
88648901,NO,1
88650745,NO,1
88651410,NO,1
88689913,NO,1
88689941,NO,1
88690241,NO,1
88695472,NO,1
88695496,NO,1
88695532,US,1
88695592,NO,1
88695672,NO,1
88730602,NO,1
88730664,NO,1
88730677,NO,1
88731430,NO,1
88731432,NO,1
88731432,SA,1
88731432,US,1
88745797,NO,1
88745798,NO,1
88777737,US,1
88778527,NO,1
88779310,NO,1
88792303,IT,1
88792303,NO,1
88792303,US,4
88792998,NO,1
88793193,NO,1
88793261,NO,1
88835617,NO,1
88835877,NO,1
88836573,US,1
88837159,NO,1
88838970,NO,1
88839869,NO,1
88839931,NO,1
88839932,NO,1
88839937,NO,1
88863432,NO,1
88874460,NO,1
88874865,NO,1
88874960,NO,1
88876392,US,1
88876420,US,1
88877339,NO,1
88877934,NO,1
88878800,NO,1
88879084,NO,1
88879185,NO,1
88880588,NO,1
88919608,NO,1
88923596,NO,1
88965230,DK,1
88965230,NO,1
88969494,NO,1
88969820,NO,1
88974957,US,1
88975422,NO,1
88976229,US,1
88977449,NO,1
88977466,US,1
88978326,NO,1
88978434,NO,1
88978458,NO,1
89022952,NO,1
89029748,NO,1
89030135,NO,1
89030136,NO,1
89030138,NO,1
89030139,NO,1
89068353,LT,1
89068353,NO,1
89068691,NO,1
89069285,NO,1
89069667,NO,1
89073267,SE,1
89073669,NO,1
89076162,NO,1
89076426,NO,1
89077261,NO,1
89077372,US,1
89077383,US,1
89118755,NO,1
89118756,NO,1
89118759,NO,1
89119582,NO,1
89121454,NO,1
89121757,NO,1
89122021,NO,1
89122166,NO,1
89146926,NO,1
89146927,NO,1
89146928,NO,1
89157898,NO,1
89157898,SA,1
89157898,US,1
89158735,NO,1
89158980,NO,1
89158993,NO,1
89159390,NO,1
89159394,NO,1
89170160,NO,1
89191705,NO,1
89223371,NO,1
89223699,NO,1
89223764,NO,1
89223798,NO,1
89223928,NO,1
89307366,NO,1
89307367,NO,1
89308875,NO,1
89324075,US,1
89380319,NO,1
89380343,NO,1
89381038,US,2
89381042,US,1
89381205,NO,1
89381208,NO,1
89381210,NO,1
89384424,NO,1
89384425,NO,1
89386315,NO,1
89426963,GB,1
89428665,NO,1
89429928,NO,1
89430485,NO,1
89430519,NO,1
89432752,NO,1
89433813,NO,1
89452437,NO,1
89452600,NO,1
89453888,NO,1
89453891,NO,1
89473350,NO,1
89473444,NO,1
89473993,NO,1
89493229,US,1
89507486,NO,1
89507533,NO,1
89507632,NO,1
89508877,NO,1
89508937,NO,1
89508939,NO,1
89508961,NO,1
89509705,US,1
89510091,US,1
89510469,NO,1
89535689,NO,1
89535906,NO,1
89535947,NO,1
89537178,NO,1
89537182,NO,1
89541321,NO,1
89543840,NO,1
89543841,NO,1
89543842,NO,1
89573860,FR,1
89573860,NL,1
89619962,NO,1
89648249,NO,1
89648250,NO,1
89648251,NO,1
89658325,NO,1
89658771,NO,1
89661356,NO,1
89662277,NO,1
89663044,NO,1
89707093,NO,1
89718004,NO,1
89718005,NO,1
89718006,NO,1
89719980,NO,1
89720027,NO,1
89722926,NO,1
89751940,US,1
89767475,NO,1
89768240,NO,1
89769722,NO,1
89770363,NO,1
89808638,DE,1
89843965,NO,1
89846906,US,1
89847243,GB,1
89847243,NO,1
89854305,NO,1
89855868,NO,1
89906799,US,1
89907091,US,1
89908407,NO,1
89941998,NO,1
89942008,NO,1
89942689,NO,1
89942690,NO,1
89942691,NO,1
89985081,US,1
89995487,US,1
90013846,NO,1
90038817,NO,1
90086737,NO,1
90098444,NO,1
90098505,US,1
90140795,US,1
90141824,US,1
90243479,US,1
90244897,NO,1
90300563,NO,1
90345587,NO,1
90359174,US,1
90360450,US,1
90360987,NO,1
90366879,NO,1
90453469,MT,1
90453470,NO,1
90454757,NO,1
90470592,US,1
90470848,US,1
90471714,NO,1
90472229,US,1
90478827,NO,1
90478835,NO,1
90526515,NO,1
90526516,NO,1
90526517,NO,1
90526518,NO,1
90526519,NO,1
90526520,NO,1
90526737,NO,1
90556510,NO,1
90566959,DK,1
90574545,US,1
90575234,NO,1
90608414,NO,1
90608417,NO,1
90608427,NO,1
90608431,NO,1
90608448,NO,1
90668342,NO,1
90670060,NO,1
90714505,NO,1
90714506,NO,1
90728975,NO,1
90827158,NO,1
90833716,US,1
90833843,US,1
90898350,US,1
90911576,NO,1
90927424,MT,1
90927841,US,1
90931142,NO,1
90970795,NO,1
90970797,NO,1
91027663,US,1
91028211,US,1
91049131,GB,1
91070352,NO,1
91073713,NO,1
91075117,NO,1
91075118,NO,1
91079527,US,1
91080319,GB,1
91085138,NO,1
91085147,NO,1
91085161,NO,1
91130355,NO,1
91130364,NO,1
91196378,NO,1
91196416,NO,1
91196427,NO,1
91227550,NO,1
91227557,NO,1
91227562,NO,1
91258166,NO,1
91258167,NO,1
91278756,SE,1
91279445,US,1
91280232,NO,1
91323023,DK,1
91335161,NO,1
91335162,CY,1
91335163,NO,1
91335926,DK,1
91379791,NO,1
91382314,NO,1
91432202,NO,1
91432203,NO,1
91433673,NO,1
91473097,US,1
91486190,NO,1
91486216,NO,1
91486220,NO,1
91530369,NO,1
91530370,NO,1
91538774,NO,1
91538775,NO,1
91539588,NO,1
91539742,NO,1
91583578,US,1
91585071,US,1
91589633,NO,1
91621346,NO,1
91621347,NO,1
91622740,NO,1
91644030,US,1
91647717,US,1
91700689,NO,1
91700690,NO,1
91718578,NO,1
91719563,NO,1
91719564,NO,1
91835290,NO,1
91845330,NO,1
91845610,US,1
91924614,NO,2
91934015,US,1
91959517,NO,1
91959518,NO,1
91960040,NO,1
91964614,SE,1
92539261,DK,1
92539310,NO,1
92634649,NO,1
92893848,NO,1
92931180,US,1
93011202,NO,1
93285385,US,1
93457243,NO,1
93457248,NO,1
93522799,NO,1
93932088,NO,1
94174178,US,1
94322274,NO,1
94477754,NO,1
94477787,NO,1
