docdb_family_id,person_ctry_code,inventor_count
85018008,NO,1
85018269,NO,2
85018269,SE,1
85018330,NO,1
85018420,NO,2
85018420,SE,1
85018559,NO,3
85018814,NO,1
85019074,NO,3
85035973,NO,1
85035997,NO,2
85036040,NO,2
85036194,NO,1
85036446,NO,1
85036833,NO,3
85038682,NO,1
85076022,US,2
85076200,FR,5
85076200,NO,1
85076211,NO,3
85076336,US,4
85076447,FR,5
85076447,NO,1
85078622,NO,1
85085964,CA,3
85085964,NO,1
85087092,NO,1
85121924,NO,2
85129957,NO,1
85130174,NO,1
85130184,NO,1
85132921,DK,3
85150612,NO,1
85150688,NO,2
85155998,NO,1
85156004,IS,1
85156004,NO,4
85156037,NO,1
85156037,SE,1
85157210,NO,1
85157499,NO,1
85158924,NO,3
85160609,NO,2
85172699,FI,1
85172699,NO,2
85173073,NO,3
85174035,NO,4
85198830,NO,1
85199278,GR,1
85199278,IN,2
85199278,US,2
85200906,IS,1
85200906,NO,4
85200916,NO,3
85200918,NO,2
85202425,NO,2
85202426,NO,1
85221940,NO,4
85225044,NO,5
85225330,NO,1
85227406,NO,1
85229080,NO,1
85240839,NO,2
85240874,NO,2
85240955,GB,2
85240955,NO,1
85240955,SG,1
85277957,NO,1
85278118,NO,1
85278251,NO,2
85278365,NO,2
85283804,NO,3
85284980,SE,1
85285077,NO,2
85285077,SE,1
85285077,US,1
85285119,DE,1
85285119,NO,1
85285236,NO,2
85322024,NO,2
85322028,NO,3
85323219,NO,1
85323219,US,3
85323226,NO,3
85328647,DE,1
85328647,KE,1
85328647,NO,17
85328647,PL,1
85381234,NO,3
85381315,NO,1
85382708,NO,2
85383043,NO,2
85383049,US,8
85387134,NL,1
85387134,NO,1
85410101,NO,1
85410331,NO,1
85412976,NO,1
85415350,DE,1
85415350,NO,1
85461715,NO,1
85461715,SE,2
85476167,NO,2
85476261,NO,2
85476294,NO,2
85477925,NO,2
85478511,NO,2
85479528,GB,1
85479528,NO,3
85479528,US,1
85505422,NO,2
85506878,NO,1
85507075,NO,2
85507708,NO,2
85511085,NO,1
85511085,RO,1
85556810,IT,1
85556810,NO,6
85556810,US,1
85572871,NO,2
85603314,NO,1
85603316,NO,3
85603422,NO,3
85603562,FR,1
85603562,NO,1
85603562,US,1
85603566,FR,1
85603566,NO,1
85603566,US,2
85640846,NO,2
85641078,NO,1
85641807,NO,1
85641808,NO,5
85641809,NO,1
85685392,NO,5
85703617,NO,2
85703746,NO,5
85720995,NO,1
85721115,NO,2
85724679,NO,6
85724734,NO,1
85724873,NO,2
85727115,NO,7
85772061,NO,1
85772139,US,3
85772311,NO,1
85774431,NO,2
85783293,NO,2
85783296,NO,1
85783297,NO,3
85783304,NO,1
85792745,NO,1
85792794,NO,3
85796878,NO,1
85797205,NO,1
85797536,US,3
85797973,NO,2
85799539,NO,1
85799567,NO,3
85800547,NO,1
85800760,US,3
85800820,NO,2
85803672,IN,2
85803672,NO,1
85803672,US,1
85804561,NO,1
85804741,US,2
85936821,NO,1
85937021,NO,1
85937174,AT,1
85937390,NO,2
85937644,NO,2
85979675,NO,2
85979701,DE,1
85979701,NO,2
85979851,DE,1
85979851,NO,2
85980666,NO,1
85980716,NO,2
85982447,FI,1
85982447,NO,2
85982448,NO,1
85983027,NO,6
85985135,NO,3
85987613,NO,1
85987615,NO,3
85987618,NO,1
85987618,SE,1
85988852,NO,1
85988852,US,1
86008097,NO,1
86052143,NO,2
86055911,IN,3
86055911,NO,1
86057386,NO,2
86057386,US,1
86058436,NO,3
86058438,NO,1
86058443,NO,1
86058450,NO,1
86058491,NO,1
86058493,NO,1
86058507,NO,1
86059572,GB,2
86059572,NO,1
86097364,NO,2
86097367,NO,1
86099929,NO,2
86100984,NO,5
86158454,IN,5
86160204,AU,1
86160204,NO,2
86185143,CA,1
86185143,CH,1
86185143,ES,1
86185143,NO,1
86185382,NO,1
86226439,NO,2
86226811,NO,2
86226845,NO,1
86229023,US,4
86229725,US,2
86241453,NO,1
86241480,NO,1
86241930,NO,3
86241986,GB,1
86241986,IT,1
86241986,NO,1
86241986,US,2
86272285,NO,2
86272477,NO,4
86282729,NO,2
86285976,NO,3
86316315,FR,2
86324252,US,3
86328850,NO,2
86329437,NO,6
86329647,NO,5
86329935,NO,1
86331818,NO,3
86332188,NO,2
86336484,NO,1
86336502,NO,1
86336511,NO,2
86336513,NO,3
86378268,NO,1
86382646,NO,1
86382684,NO,2
86382689,NO,1
86382690,NO,1
86382764,NO,2
86382981,NO,3
86387114,NO,1
86397548,NO,5
86397555,NO,2
86397556,NO,2
86397557,NO,1
86397565,NO,1
86397593,NO,1
86397593,SE,1
86397669,FR,1
86397669,NO,2
86397669,US,4
86397933,NO,2
86397933,US,2
86424661,NO,4
86424661,SE,1
86424664,NO,1
86424897,NO,1
86426168,NO,1
86497585,DE,1
86497585,NO,1
86497710,NO,4
86499756,FI,3
86499913,IN,5
86499913,NO,1
86540228,NO,5
86546567,NO,1
86548533,NO,1
86558836,BE,1
86558836,NO,1
86603877,NO,3
86605075,NO,1
86605233,NO,2
86605316,NO,4
86608414,NO,1
86608414,US,1
86609564,NO,3
86612870,US,1
86646504,NO,1
86657167,NO,2
86657376,BE,1
86692777,NO,1
86692955,NO,1
86693050,NO,5
86693792,NO,1
86693844,NO,3
86693845,NO,2
86693930,NO,1
86693930,US,1
86693961,IN,3
86693961,NO,1
86695162,NO,1
86695162,SG,2
86710670,NO,5
86710723,NL,3
86710777,NO,2
86729205,NO,1
86730827,NO,2
86730827,SE,1
86730870,NO,1
86730878,NO,1
86730880,NO,2
86730882,NO,2
86730883,NO,2
86730885,FI,1
86732068,NO,3
86732553,NO,2
86732723,NO,2
86733429,NO,2
86760240,NL,3
86760595,NO,1
86763409,NO,3
86764517,US,5
86764634,NO,2
86764667,NO,1
86764738,NO,2
86764818,NO,1
86767578,NO,2
86768230,NO,2
86768230,SE,1
86771333,NO,1
86771338,NO,2
86771342,NO,1
86773217,NO,5
86773219,NO,5
86773220,US,1
86773468,NO,1
86773468,US,1
86775363,BD,2
86775363,DE,1
86775363,IN,1
86775363,NO,1
86851452,NO,3
86861714,NO,3
86862100,NO,1
86895752,NO,5
86895753,NO,1
86898145,US,2
86899166,NO,1
86903241,NO,1
86903252,NO,1
86903254,NO,1
86903259,NO,1
86903264,NO,2
86903267,NO,2
86903439,NO,1
86903950,NO,1
86904000,NO,3
86904054,DE,1
86904054,IN,1
86904054,NO,2
86904054,US,1
86904073,NO,2
86904073,PL,1
86904394,NO,2
86942010,NO,1
86942377,NO,1
86942897,NO,1
86949056,NO,2
86949116,NO,1
86949118,NO,1
86999813,NO,2
86999829,BY,1
86999829,NO,1
87001786,NO,2
87001850,NO,1
87001907,NO,3
87002998,NO,1
87003152,NO,1
87035943,NO,1
87035943,US,1
87036043,NO,2
87036963,NO,2
87036967,DE,3
87036967,NO,1
87036970,NO,2
87037343,NO,3
87059803,NO,2
87059806,NO,1
87060118,NO,1
87060723,NO,3
87068787,NO,2
87070496,NO,2
87074598,NO,1
87074742,NO,2
87136887,NO,2
87136914,NO,1
87155665,NO,1
87157013,NO,1
87157881,NO,2
87158083,NO,2
87160462,NO,1
87161489,NO,1
87162201,NO,3
87163338,NO,2
87163338,US,3
87196211,DK,1
87196211,NO,1
87196336,NO,1
87201932,NO,2
87201988,NO,2
87245461,DK,1
87245461,NO,1
87245562,NO,5
87245620,DK,2
87245620,NO,1
87312601,NO,2
87312887,NO,1
87348612,NO,1
87348617,NO,1
87377700,FR,1
87377700,NO,1
87377700,US,3
87377966,NO,1
87378624,NO,1
87378625,NO,1
87418866,NO,1
87419357,NO,1
87419358,NO,4
87424130,NO,2
87424131,NO,1
87430510,NO,3
87430510,SG,1
87430510,US,2
87430599,NO,3
87430599,SG,1
87430599,US,2
87430779,NO,3
87430779,SG,1
87430779,US,2
87431537,US,2
87431629,NO,1
87431651,NO,1
87432030,IN,3
87432030,NO,1
87468463,NO,2
87468469,NO,1
87468524,NO,3
87468600,NO,2
87472293,NO,2
87472298,NO,2
87472322,NO,2
87472344,NO,1
87472346,NO,1
87472346,SE,1
87472347,NO,2
87473724,NO,2
87473727,NO,2
87474048,NO,3
87474092,NO,2
87513982,NO,2
87514204,NO,2
87514244,NO,6
87517025,NO,1
87517025,PL,1
87517293,NO,2
87517433,NO,4
87519710,NO,2
87519911,NO,6
87521786,NO,1
87521786,US,2
87521808,NO,2
87521966,NO,1
87552676,NO,1
87552677,NO,1
87553504,NO,1
87553505,NO,2
87553506,NO,1
87554176,NO,1
87554589,NO,1
87554791,NO,4
87557311,NO,2
87557792,NO,1
87559274,NO,2
87559323,GB,1
87559323,NO,1
87559323,SG,1
87559323,US,1
87559733,CN,1
87559733,NO,2
87559748,NO,1
87560972,US,2
87560996,US,6
87561101,US,11
87564855,NO,2
87567711,NO,1
87568924,NO,1
87568926,NO,1
87571053,PT,10
87571094,NO,1
87573777,US,1
87573802,NO,1
87573806,NO,1
87574881,NO,19
87575113,NO,1
87577953,JP,2
87577953,NO,1
87578710,NO,1
87578752,NO,3
87580140,DK,2
87580140,NO,1
87643911,NO,1
87695987,NO,2
87760171,NO,2
87760207,AU,2
87760207,FI,1
87760207,NO,1
87760224,DE,5
87760224,NO,1
87760285,NO,2
87760285,US,3
87760543,NO,1
87762294,NO,1
87762686,AT,2
87762686,NO,2
87762763,NO,2
87762940,NO,2
87762973,NO,2
87766515,NO,3
87797661,NO,2
87802082,NO,1
87802083,NO,1
87803516,NO,4
87803643,NO,1
87803662,GB,1
87845555,NO,5
87845555,US,1
87845615,NO,2
87848052,NO,2
87850120,NO,1
87850120,US,1
87863560,NO,2
87863592,NO,3
87863663,NO,1
87884081,NO,1
87884085,NO,1
87886652,NO,1
87886686,NO,2
87886696,NO,1
87886921,NO,1
87888088,NO,1
87888093,NO,1
87930859,NO,1
87930859,US,4
87932159,NO,1
87933557,NO,3
87933868,NO,3
87934417,NO,1
87935544,NO,2
87935593,NO,2
87935594,NO,1
87935595,NO,1
87974641,NO,3
87974657,NO,3
87975470,NO,3
87975489,NO,1
87975712,NO,4
88012220,NO,1
88020934,NO,1
88023905,US,5
88060616,NO,2
88064656,NO,3
88064677,HU,1
88067497,NO,2
88068341,US,3
88068451,US,9
88068917,NO,4
88069409,NO,4
88069678,NO,3
88093107,NO,4
88093144,NO,1
88094711,GB,3
88094711,US,1
88095846,US,5
88096533,IN,3
88096533,NO,1
88101915,NO,1
88101915,SE,1
88143904,NO,1
88143943,NO,1
88143944,NO,1
88144554,NO,1
88146812,NO,1
88189661,NO,1
88192202,NO,1
88192291,NO,3
88193179,NO,1
88194133,NO,4
88194460,GB,1
88194460,NO,1
88194460,SE,1
88194460,US,1
88194470,GB,1
88194470,NO,1
88194470,SE,1
88194470,US,1
88194977,NO,1
88194977,US,2
88194981,NO,1
88194981,US,4
88194996,NO,1
88194996,US,2
88195003,NO,1
88195003,US,3
88195067,NO,2
88197003,NO,2
88203231,NO,1
88204263,NO,1
88204414,NO,2
88204415,NO,1
88237341,NO,2
88237498,NO,1
88237748,NO,1
88239055,NO,1
88287269,NO,1
88291842,NO,1
88297034,US,7
88297326,NO,2
88297327,NO,3
88297328,NO,6
88297329,NO,1
88307068,NO,1
88307069,NO,1
88307088,NO,1
88307732,DE,4
88307732,NO,1
88315436,NO,1
88315776,NO,5
88315883,NO,1
88372548,NO,2
88372549,NO,1
88372550,NO,1
88405031,NO,1
88412321,NO,1
88414832,US,6
88417123,AT,1
88417123,NO,2
88420214,NO,5
88466563,AT,1
88466563,NO,2
88468966,NO,1
88469728,EC,1
88469728,NO,1
88469728,PL,8
88504989,NO,1
88505303,NO,1
88506538,NO,1
88506998,NO,1
88507021,NO,1
88511907,NO,2
88512106,NO,3
88517342,NO,2
88517479,NO,2
88519332,NO,1
88519342,NO,1
88558404,NO,1
88558570,NO,1
88564017,NO,1
88564018,NO,1
88564019,NO,1
88600651,NO,2
88648578,US,1
88648901,NO,1
88650745,NO,7
88651410,NO,1
88689913,NO,2
88689941,NO,2
88690241,NO,1
88695472,NO,1
88695496,NO,1
88695532,US,5
88695592,NO,1
88695672,NO,2
88730602,NO,4
88730664,NO,1
88730677,NO,4
88731430,NO,2
88731432,NO,3
88731432,SA,1
88745797,NO,2
88745798,NO,2
88777737,NO,1
88778527,NO,1
88779310,NO,1
88792303,IT,1
88792303,NO,1
88792303,US,3
88792998,NO,1
88793193,NO,3
88793261,NO,1
88835617,NO,1
88835877,NO,1
88836573,NO,1
88837159,NO,2
88838970,NO,1
88839869,NO,1
88839931,NO,1
88839932,NO,1
88839937,NO,1
88863432,NO,3
88874460,NO,2
88874865,NO,2
88874960,NO,1
88876392,NO,3
88876420,NO,1
88876420,US,8
88877339,NO,1
88877934,US,1
88919608,NO,1
88923596,NO,1
88965230,NO,1
88969494,NO,1
88969820,NO,2
88974957,US,1
88975422,NO,2
88976229,NO,3
88977449,NO,1
88977449,SA,1
88977466,NO,1
88977466,US,3
88978326,NO,2
88978434,NO,1
88978458,NO,1
89029748,NO,5
89030135,NO,1
89030136,NO,1
89030138,NO,1
89030139,NO,6
89068353,LT,4
89068691,NO,1
89069285,NO,1
89069667,NO,1
89073267,NO,8
89073669,NO,1
89076162,NO,3
89076426,NO,3
89077261,US,2
89077372,NO,1
89077372,US,2
89077383,CA,2
89077383,KE,1
89077383,MX,1
89077383,NO,2
89077383,RO,1
89118755,NO,2
89118756,NO,4
89118759,NO,2
89118759,SE,1
89119582,NO,2
89121454,NO,1
89121757,NO,3
89122021,NO,3
89122166,NO,3
89146926,NO,6
89146927,NO,1
89146928,NO,5
89157898,NO,3
89157898,SA,1
89158735,NO,1
89158980,NO,3
89158993,NO,4
89159390,NO,1
89159394,NO,1
89170160,US,2
89191705,NO,1
89223371,NO,2
89223699,NO,1
89223764,NO,7
89223798,NO,4
89223928,NO,1
89307366,NO,1
89307367,CA,1
89307367,NO,2
89324075,NO,1
89324075,US,1
89380319,NO,1
89380343,NO,1
89381038,GB,1
89381038,NO,1
89381038,US,1
89381042,NO,1
89381042,US,4
89381205,NO,1
89381208,NO,1
89381210,NO,1
89384424,NO,4
89384425,NO,1
89386315,NO,1
89426963,NO,3
89428665,NO,1
89429928,NO,2
89430485,NO,2
89430519,NO,2
89432752,NO,1
89433813,GB,1
89452437,NO,1
89452600,NO,2
89453888,NO,1
89453891,NO,2
89473350,NO,1
89473444,NO,3
89473993,NO,2
89493229,ES,1
89493229,NO,1
89493229,US,1
89507486,NO,3
89507533,NO,1
89507632,NO,1
89508877,NO,1
89508937,NO,2
89508939,NO,1
89508961,NO,2
89509705,NO,1
89510091,GB,1
89510091,IE,3
89510091,NO,1
89510469,US,2
89535689,CA,1
89535689,CH,1
89535689,ES,1
89535689,NO,1
89535906,NO,4
89535947,NO,5
89537178,NO,2
89537182,NO,1
89541321,NO,1
89573860,FR,2
89573860,NO,1
89573860,RO,2
89573860,US,1
89619962,NO,2
89648249,NO,1
89648250,NO,1
89648251,NO,1
89658325,NO,1
89658771,NO,1
89661356,NO,1
89662277,NO,1
89663044,NO,2
89707093,NO,1
89718004,NO,1
89718005,NO,1
89718006,NO,1
89720027,NO,1
89722926,NO,1
89751940,NO,1
89767475,SE,1
89768240,NO,2
89769722,CA,3
89769722,GB,1
89770363,NO,2
89770363,US,3
89808638,NO,2
89843965,NO,5
89846906,US,1
89847243,GB,1
89847243,NO,1
89854305,NO,1
89855868,NO,1
89906799,CH,1
89906799,NO,1
89906799,US,4
89907091,NO,2
89908407,NO,1
89941998,NO,1
89942008,NO,1
89942689,NO,3
89942690,NO,3
89942691,NO,1
89985081,IN,2
89985081,NO,1
89995487,NO,1
89995487,US,2
90013846,NO,2
90038817,NO,1
90086737,NO,1
90098444,NO,1
90098505,NO,1
90140795,NO,1
90141824,NO,1
90141824,SG,1
90141824,US,1
90243479,NO,1
90244897,US,1
90300563,PK,1
90345587,NO,2
90359174,NO,1
90360450,CN,1
90360450,NO,3
90360987,NO,2
90360987,US,1
90366879,NO,3
90453469,MT,2
90453469,NO,1
90453470,NO,1
90454757,NO,1
90470592,FI,1
90470592,NO,1
90470848,NO,1
90470848,US,2
90471714,NO,1
90472229,US,4
90478827,NO,1
90478835,NO,7
90526515,NO,1
90526516,NO,1
90526517,NO,1
90526518,NO,1
90526519,NO,1
90526520,NO,4
90526737,NO,1
90556510,NO,2
90566959,NO,2
90574545,NO,9
90575234,NO,5
90608414,NO,1
90608417,NO,1
90608427,DK,1
90608431,NO,5
90608448,NO,1
90668342,NO,1
90670060,NO,2
90714505,NO,1
90714506,NO,1
90728975,NO,2
90827158,NO,1
90833716,DE,1
90833716,DK,1
90833716,NO,3
90833843,NO,4
90898350,IN,4
90898350,NO,3
90911576,NO,1
90927424,NO,3
90927841,NO,1
90927841,US,1
90931142,NO,3
90970795,NO,1
90970797,NO,1
91027663,NO,1
91028211,NO,1
91049131,NO,1
91049131,SE,1
91070352,NO,1
91073713,NO,2
91075117,NO,1
91075118,NO,1
91079527,NO,1
91079527,US,1
91080319,NO,2
91080319,US,1
91085138,NO,2
91085147,NO,1
91085161,NL,1
91130355,NO,1
91130364,NO,1
91196378,NO,1
91196416,NO,1
91196427,NO,1
91258166,NO,1
91258167,GB,1
91258167,NO,1
91278756,FR,1
91278756,NO,1
91279445,NO,1
91279445,SG,1
91279445,US,2
91280232,NO,2
91323023,DK,2
91323023,NO,1
91335161,NO,1
91335162,NO,3
91335163,NO,1
91335926,NO,2
91379791,GB,1
91379791,NO,6
91382314,NL,1
91382314,NO,3
91432202,NO,1
91432203,NO,1
91433673,NO,2
91473097,NO,4
91486190,NO,1
91486216,NO,4
91486220,NO,1
91530369,NO,1
91530370,NO,1
91538774,NO,1
91538775,NO,1
91539588,NO,1
91539742,NO,2
91583578,DE,1
91583578,NO,1
91585071,CN,3
91585071,NO,2
91589633,NO,2
91621346,NO,2
91621347,NO,1
91622740,NO,2
91644030,NO,2
91647717,IN,5
91647717,NO,3
91700689,NO,1
91700690,NO,2
91718578,NO,3
91719563,NO,1
91719564,NO,1
91835290,NO,1
91845330,NO,4
91845610,NO,1
91845610,US,3
91924614,NO,1
91934015,NO,1
91934015,US,3
91959517,NO,1
91959518,NO,1
91960040,NO,3
91964614,NO,1
92539261,NO,2
92539310,NO,1
92634649,NO,2
92893848,NO,1
92931180,HU,1
92931180,NO,1
93011202,NO,1
93285385,NO,1
93285385,US,3
93932088,NO,1
94174178,NO,1
94174178,US,3
94322274,NO,1
94477754,ES,1
94477754,NO,2
94477787,NO,2
